
SPEAKER 2	0:00:00	0:00:28
SPEAKER 1	0:00:28	0:00:53
SPEAKER 2	0:00:53	0:00:55
SPEAKER 1	0:00:55	0:02:46
SPEAKER 3	0:02:46	0:03:04
SPEAKER 1	0:03:04	0:06:06
SPEAKER 2	0:06:06	0:06:29
SPEAKER 1	0:06:29	0:07:32
SPEAKER 3	0:07:32	0:07:37
SPEAKER 1	0:07:37	0:10:37
SPEAKER 2	0:10:37	0:10:39
SPEAKER 3	0:10:39	0:10:46
SPEAKER 1	0:10:46	0:12:27
SPEAKER 3	0:12:27	0:12:29
SPEAKER 1	0:12:29	0:12:36
SPEAKER 2	0:12:36	0:12:37
SPEAKER 3	0:12:37	0:12:39
SPEAKER 1	0:12:39	0:13:20
SPEAKER 3	0:13:20	0:13:25
SPEAKER 1	0:13:25	0:13:42
SPEAKER 2	0:13:42	0:14:00
SPEAKER 1	0:14:00	0:16:12
SPEAKER 2	0:16:12	0:16:16
SPEAKER 1	0:16:16	0:18:14
SPEAKER 3	0:18:14	0:18:35
SPEAKER 1	0:18:35	0:18:36
SPEAKER 3	0:18:36	0:18:39
SPEAKER 1	0:18:39	0:20:26
SPEAKER 3	0:20:26	0:20:29
SPEAKER 1	0:20:29	0:21:41
SPEAKER 2	0:21:41	0:21:42
SPEAKER 3	0:21:42	0:21:43
SPEAKER 2	0:21:43	0:21:47
SPEAKER 1	0:21:47	0:23:01
SPEAKER 3	0:23:01	0:23:03
SPEAKER 1	0:23:03	0:23:07
SPEAKER 3	0:23:07	0:23:10
SPEAKER 1	0:23:10	0:25:34
SPEAKER 3	0:25:34	0:25:44
SPEAKER 1	0:25:44	0:26:18
SPEAKER 2	0:26:18	0:26:20
SPEAKER 1	0:26:20	0:27:18
SPEAKER 2	0:27:18	0:27:22
SPEAKER 1	0:27:22	0:28:42
SPEAKER 2	0:28:42	0:28:52
SPEAKER 1	0:28:52	0:30:48
SPEAKER 3	0:30:48	0:31:16
SPEAKER 1	0:31:16	0:33:34
SPEAKER 3	0:33:34	0:33:46
SPEAKER 1	0:33:46	0:37:08
SPEAKER 2	0:37:08	0:37:24
SPEAKER 1	0:37:24	0:37:30
SPEAKER 2	0:37:30	0:37:32
SPEAKER 1	0:37:32	0:38:16
SPEAKER 3	0:38:16	0:38:38
SPEAKER 1	0:38:38	0:39:42
SPEAKER 3	0:39:42	0:39:48
SPEAKER 1	0:39:48	0:40:14
SPEAKER 3	0:40:14	0:40:20
SPEAKER 1	0:40:20	0:40:46
SPEAKER 2	0:40:46	0:40:48
SPEAKER 1	0:40:48	0:43:12
SPEAKER 2	0:43:12	0:43:16
SPEAKER 1	0:43:16	0:45:00
SPEAKER 2	0:45:00	0:45:04
SPEAKER 1	0:45:04	0:46:40
SPEAKER 3	0:46:40	0:46:46
SPEAKER 1	0:46:46	0:47:14
SPEAKER 2	0:47:14	0:47:16
SPEAKER 1	0:47:16	0:47:18
SPEAKER 2	0:47:18	0:47:22
SPEAKER 1	0:47:22	0:48:10
SPEAKER 2	0:48:10	0:48:12
SPEAKER 1	0:48:12	0:50:10
SPEAKER 2	0:50:12	0:51:08
SPEAKER 1	0:51:08	0:52:46
SPEAKER 2	0:52:46	0:52:48
SPEAKER 1	0:52:48	0:55:18
SPEAKER 2	0:55:18	0:55:22
SPEAKER 1	0:55:22	0:55:42
SPEAKER 3	0:55:42	0:55:44
SPEAKER 1	0:55:44	0:56:10
SPEAKER 2	0:56:10	0:56:12
SPEAKER 1	0:56:12	0:56:14
SPEAKER 2	0:56:14	0:56:16
SPEAKER 1	0:56:16	0:56:32
SPEAKER 2	0:56:32	0:56:36
SPEAKER 1	0:56:36	0:56:46
SPEAKER 2	0:56:46	0:56:50
SPEAKER 1	0:56:52	0:58:46
SPEAKER 3	0:58:46	0:58:56
SPEAKER 2	0:58:56	0:58:58
SPEAKER 1	0:58:58	0:59:06
SPEAKER 3	0:59:06	0:59:08
SPEAKER 1	0:59:08	0:59:50
SPEAKER 3	0:59:50	0:59:52
SPEAKER 2	0:59:52	0:59:54
SPEAKER 1	0:59:54	1:00:42
SPEAKER 2	1:00:44	1:00:48
SPEAKER 1	1:00:48	1:01:26
SPEAKER 2	1:01:26	1:01:52
SPEAKER 1	1:01:52	1:03:02
SPEAKER 2	1:03:02	1:03:08
SPEAKER 1	1:03:08	1:04:36
SPEAKER 2	1:04:36	1:04:40
SPEAKER 1	1:04:40	1:05:02
SPEAKER 2	1:05:02	1:05:06
SPEAKER 1	1:05:06	1:05:52
SPEAKER 3	1:05:52	1:05:53
SPEAKER 1	1:05:54	1:06:01
SPEAKER 3	1:06:02	1:06:12
SPEAKER 1	1:06:12	1:07:30
SPEAKER 3	1:07:31	1:07:33
SPEAKER 1	1:07:34	1:07:42
SPEAKER 2	1:07:42	1:07:45
SPEAKER 1	1:07:46	1:07:54
SPEAKER 2	1:07:54	1:08:01
SPEAKER 1	1:08:01	1:08:05
SPEAKER 2	1:08:07	1:08:14
SPEAKER 1	1:08:14	1:08:19
SPEAKER 2	1:08:19	1:08:25
SPEAKER 1	1:08:25	1:09:18
SPEAKER 2	1:09:18	1:09:20
SPEAKER 1	1:09:20	1:09:26
SPEAKER 3	1:09:26	1:09:34
SPEAKER 1	1:09:34	1:10:28
SPEAKER 3	1:10:28	1:10:30
SPEAKER 1	1:10:30	1:11:08
SPEAKER 2	1:11:08	1:11:16
SPEAKER 1	1:11:16	1:11:18
SPEAKER 2	1:11:18	1:11:22
SPEAKER 1	1:11:22	1:11:44
