
SPEAKER 3	0:00:00	0:00:37
SPEAKER 2	0:00:37	0:00:59
SPEAKER 1	0:00:59	0:00:59
SPEAKER 2	0:00:59	0:01:06
SPEAKER 1	0:01:06	0:01:06
SPEAKER 2	0:01:07	0:01:14
SPEAKER 3	0:01:15	0:01:32
SPEAKER 1	0:01:32	0:01:33
SPEAKER 3	0:01:34	0:01:56
SPEAKER 1	0:01:57	0:01:58
SPEAKER 3	0:01:58	0:02:00
SPEAKER 1	0:02:02	0:02:06
SPEAKER 3	0:02:07	0:02:09
SPEAKER 1	0:02:10	0:02:10
SPEAKER 3	0:02:12	0:02:39
SPEAKER 1	0:02:41	0:02:43
SPEAKER 3	0:02:43	0:02:57
SPEAKER 1	0:02:57	0:02:58
SPEAKER 3	0:02:58	0:03:21
SPEAKER 2	0:03:23	0:03:26
SPEAKER 1	0:03:26	0:03:27
SPEAKER 2	0:03:27	0:03:28
SPEAKER 1	0:03:28	0:03:28
SPEAKER 2	0:03:28	0:03:58
SPEAKER 1	0:03:58	0:03:58
SPEAKER 2	0:03:58	0:04:35
SPEAKER 3	0:04:36	0:04:40
SPEAKER 2	0:04:40	0:04:41
SPEAKER 1	0:04:41	0:04:41
SPEAKER 2	0:04:42	0:05:21
SPEAKER 1	0:05:21	0:05:21
SPEAKER 2	0:05:21	0:05:41
SPEAKER 1	0:05:41	0:05:41
SPEAKER 2	0:05:42	0:06:13
SPEAKER 3	0:06:13	0:06:37
SPEAKER 2	0:06:38	0:06:52
SPEAKER 1	0:06:52	0:06:52
SPEAKER 3	0:06:52	0:06:55
SPEAKER 1	0:06:55	0:06:58
SPEAKER 3	0:06:58	0:07:27
SPEAKER 1	0:07:27	0:07:28
SPEAKER 3	0:07:28	0:07:40
SPEAKER 1	0:07:41	0:07:42
SPEAKER 2	0:07:43	0:09:49
SPEAKER 1	0:09:49	0:09:50
SPEAKER 2	0:09:50	0:10:51
SPEAKER 3	0:10:51	0:11:25
SPEAKER 1	0:11:26	0:11:27
SPEAKER 2	0:11:27	0:11:35
SPEAKER 1	0:11:35	0:11:36
SPEAKER 2	0:11:36	0:11:49
SPEAKER 1	0:11:50	0:11:50
SPEAKER 2	0:11:50	0:13:19
SPEAKER 1	0:13:19	0:13:20
SPEAKER 3	0:13:20	0:14:02
SPEAKER 1	0:14:03	0:14:04
SPEAKER 2	0:14:05	0:14:12
SPEAKER 1	0:14:13	0:14:14
SPEAKER 3	0:14:14	0:14:15
SPEAKER 2	0:14:15	0:16:34
SPEAKER 3	0:16:34	0:16:57
SPEAKER 2	0:16:57	0:17:59
SPEAKER 3	0:17:59	0:18:02
SPEAKER 2	0:18:02	0:18:05
SPEAKER 1	0:18:05	0:18:07
SPEAKER 2	0:18:07	0:19:01
SPEAKER 3	0:19:01	0:20:27
SPEAKER 2	0:20:27	0:20:45
SPEAKER 3	0:20:45	0:20:47
SPEAKER 1	0:20:47	0:20:49
SPEAKER 2	0:20:49	0:21:49
SPEAKER 3	0:21:49	0:21:51
SPEAKER 2	0:21:51	0:24:02
SPEAKER 3	0:24:03	0:24:08
SPEAKER 2	0:24:08	0:24:22
SPEAKER 1	0:24:22	0:24:25
SPEAKER 2	0:24:25	0:24:56
SPEAKER 3	0:24:56	0:25:01
SPEAKER 1	0:25:01	0:25:02
SPEAKER 3	0:25:02	0:25:12
SPEAKER 2	0:25:12	0:25:47
SPEAKER 3	0:25:47	0:25:51
SPEAKER 2	0:25:51	0:28:04
SPEAKER 1	0:28:04	0:28:06
SPEAKER 2	0:28:06	0:28:38
SPEAKER 3	0:28:38	0:28:50
SPEAKER 1	0:28:50	0:28:52
SPEAKER 2	0:28:53	0:29:17
SPEAKER 3	0:29:17	0:30:11
SPEAKER 2	0:30:11	0:32:23
SPEAKER 3	0:32:23	0:32:44
SPEAKER 1	0:32:44	0:32:45
SPEAKER 3	0:32:45	0:32:46
SPEAKER 1	0:32:46	0:32:47
SPEAKER 3	0:32:47	0:32:49
SPEAKER 2	0:32:49	0:33:15
SPEAKER 3	0:33:15	0:33:30
SPEAKER 2	0:33:30	0:34:12
SPEAKER 3	0:34:12	0:34:18
SPEAKER 2	0:34:18	0:37:21
SPEAKER 3	0:37:21	0:37:43
SPEAKER 1	0:37:43	0:37:45
SPEAKER 3	0:37:45	0:37:56
SPEAKER 2	0:37:56	0:37:59
SPEAKER 3	0:37:59	0:38:03
SPEAKER 1	0:38:03	0:38:04
SPEAKER 2	0:38:04	0:39:05
SPEAKER 3	0:39:05	0:39:32
SPEAKER 2	0:39:32	0:40:03
SPEAKER 3	0:40:03	0:40:06
SPEAKER 2	0:40:06	0:41:26
SPEAKER 3	0:41:26	0:41:30
SPEAKER 2	0:41:30	0:41:56
SPEAKER 1	0:41:56	0:41:56
SPEAKER 2	0:41:56	0:42:05
SPEAKER 1	0:42:05	0:42:07
SPEAKER 2	0:42:08	0:42:56
SPEAKER 1	0:42:56	0:42:56
SPEAKER 2	0:42:56	0:44:14
SPEAKER 1	0:44:14	0:44:15
SPEAKER 2	0:44:15	0:44:25
SPEAKER 1	0:44:25	0:44:26
SPEAKER 3	0:44:26	0:44:28
SPEAKER 2	0:44:28	0:45:08
SPEAKER 1	0:45:08	0:45:09
SPEAKER 2	0:45:09	0:45:19
SPEAKER 1	0:45:20	0:45:20
SPEAKER 2	0:45:20	0:45:25
SPEAKER 1	0:45:25	0:45:26
SPEAKER 2	0:45:26	0:45:57
SPEAKER 3	0:45:57	0:46:00
SPEAKER 2	0:46:00	0:46:16
SPEAKER 3	0:46:16	0:46:24
SPEAKER 2	0:46:24	0:46:25
SPEAKER 1	0:46:25	0:46:26
SPEAKER 3	0:46:26	0:46:27
SPEAKER 2	0:46:27	0:46:32
SPEAKER 1	0:46:33	0:46:33
SPEAKER 2	0:46:34	0:46:35
SPEAKER 1	0:46:36	0:46:37
SPEAKER 2	0:46:38	0:46:46
SPEAKER 1	0:46:46	0:46:46
SPEAKER 2	0:46:47	0:47:16
SPEAKER 3	0:47:17	0:47:17
SPEAKER 2	0:47:17	0:47:27
SPEAKER 1	0:47:27	0:47:27
SPEAKER 2	0:47:27	0:47:28
SPEAKER 3	0:47:28	0:47:29
SPEAKER 1	0:47:30	0:47:30
SPEAKER 2	0:47:30	0:47:42
SPEAKER 3	0:47:42	0:48:09
SPEAKER 2	0:48:09	0:48:57
SPEAKER 1	0:48:57	0:48:58
SPEAKER 2	0:48:59	0:49:00
SPEAKER 1	0:49:00	0:49:01
SPEAKER 2	0:49:01	0:49:24
SPEAKER 1	0:49:24	0:49:24
SPEAKER 2	0:49:25	0:50:20
SPEAKER 1	0:50:21	0:50:21
SPEAKER 2	0:50:21	0:50:30
SPEAKER 3	0:50:31	0:51:01
SPEAKER 1	0:51:01	0:51:02
SPEAKER 3	0:51:03	0:51:25
SPEAKER 1	0:51:25	0:51:25
SPEAKER 3	0:51:27	0:51:45
SPEAKER 1	0:51:45	0:51:46
SPEAKER 3	0:51:47	0:52:55
SPEAKER 1	0:52:55	0:53:00
SPEAKER 2	0:53:00	0:53:23
SPEAKER 1	0:53:23	0:53:23
SPEAKER 2	0:53:23	0:54:10
SPEAKER 1	0:54:11	0:54:11
SPEAKER 2	0:54:12	0:54:30
SPEAKER 1	0:54:30	0:54:31
SPEAKER 3	0:54:31	0:54:32
SPEAKER 2	0:54:32	0:54:45
SPEAKER 1	0:54:45	0:54:46
SPEAKER 2	0:54:46	0:54:57
SPEAKER 1	0:54:58	0:54:58
SPEAKER 2	0:54:58	0:55:09
SPEAKER 1	0:55:09	0:55:09
SPEAKER 2	0:55:10	0:55:18
SPEAKER 1	0:55:19	0:55:20
SPEAKER 2	0:55:20	0:55:28
SPEAKER 1	0:55:29	0:55:29
SPEAKER 2	0:55:30	0:55:32
SPEAKER 1	0:55:32	0:55:33
SPEAKER 2	0:55:33	0:55:49
SPEAKER 1	0:55:51	0:55:51
SPEAKER 2	0:55:51	0:55:57
SPEAKER 1	0:55:58	0:55:58
SPEAKER 2	0:55:58	0:56:09
SPEAKER 3	0:56:09	0:56:11
SPEAKER 2	0:56:11	0:56:21
SPEAKER 1	0:56:23	0:56:23
SPEAKER 2	0:56:23	0:56:26
SPEAKER 3	0:56:26	0:56:36
SPEAKER 2	0:56:36	0:56:48
SPEAKER 1	0:56:48	0:56:49
SPEAKER 2	0:56:49	0:57:07
SPEAKER 1	0:57:07	0:57:09
SPEAKER 2	0:57:10	0:57:21
SPEAKER 1	0:57:22	0:57:23
SPEAKER 3	0:57:23	0:57:29
SPEAKER 2	0:57:29	0:57:34
SPEAKER 3	0:57:34	0:57:36
SPEAKER 2	0:57:36	0:58:09
SPEAKER 3	0:58:09	0:58:12
SPEAKER 1	0:58:12	0:58:13
SPEAKER 3	0:58:13	0:58:15
SPEAKER 2	0:58:15	0:58:17
SPEAKER 3	0:58:17	0:58:19
SPEAKER 2	0:58:19	0:58:29
SPEAKER 3	0:58:29	0:58:34
SPEAKER 1	0:58:34	0:58:36
SPEAKER 3	0:58:36	0:58:39
SPEAKER 1	0:58:39	0:58:41
SPEAKER 2	0:58:41	1:00:12
SPEAKER 3	1:00:12	1:00:14
SPEAKER 2	1:00:14	1:00:22
SPEAKER 3	1:00:22	1:00:33
SPEAKER 2	1:00:33	1:00:47
SPEAKER 1	1:00:47	1:00:48
SPEAKER 3	1:00:48	1:01:37
SPEAKER 2	1:01:37	1:02:53
SPEAKER 3	1:02:53	1:02:55
SPEAKER 2	1:02:55	1:03:06
SPEAKER 3	1:03:06	1:03:07
SPEAKER 2	1:03:07	1:04:09
SPEAKER 3	1:04:09	1:04:11
SPEAKER 2	1:04:11	1:04:31
SPEAKER 3	1:04:31	1:04:32
SPEAKER 2	1:04:32	1:04:40
SPEAKER 1	1:04:40	1:04:41
SPEAKER 2	1:04:41	1:05:16
