
SPEAKER 3	0:0:0	1:18:08
SPEAKER 3	0:00:00	0:00:03
SPEAKER 1	0:00:03	0:00:04
SPEAKER 3	0:00:04	0:00:07
SPEAKER 1	0:00:07	0:00:08
SPEAKER 3	0:00:08	0:00:28
SPEAKER 2	0:00:28	0:02:13
SPEAKER 3	0:02:13	0:02:43
SPEAKER 2	0:02:43	0:02:49
SPEAKER 1	0:02:49	0:02:50
SPEAKER 2	0:02:50	0:03:27
SPEAKER 3	0:03:27	0:03:38
SPEAKER 1	0:03:38	0:03:40
SPEAKER 2	0:03:40	0:03:45
SPEAKER 3	0:03:45	0:03:47
SPEAKER 1	0:03:47	0:03:48
SPEAKER 2	0:03:48	0:04:19
SPEAKER 3	0:04:19	0:04:26
SPEAKER 1	0:04:26	0:04:28
SPEAKER 2	0:04:28	0:04:35
SPEAKER 1	0:04:35	0:04:36
SPEAKER 2	0:04:36	0:04:42
SPEAKER 1	0:04:42	0:04:44
SPEAKER 2	0:04:44	0:04:50
SPEAKER 3	0:04:50	0:04:57
SPEAKER 2	0:04:57	0:05:06
SPEAKER 1	0:05:06	0:05:08
SPEAKER 3	0:05:08	0:05:10
SPEAKER 1	0:05:10	0:05:12
SPEAKER 3	0:05:12	0:05:16
SPEAKER 1	0:05:16	0:05:17
SPEAKER 3	0:05:17	0:05:24
SPEAKER 1	0:05:24	0:05:25
SPEAKER 3	0:05:25	0:05:26
SPEAKER 2	0:05:26	0:06:04
SPEAKER 3	0:06:04	0:06:13
SPEAKER 2	0:06:13	0:06:27
SPEAKER 1	0:06:27	0:06:29
SPEAKER 2	0:06:29	0:06:39
SPEAKER 3	0:06:39	0:06:52
SPEAKER 2	0:06:52	0:06:58
SPEAKER 3	0:06:58	0:06:59
SPEAKER 1	0:06:59	0:07:01
SPEAKER 2	0:07:01	0:07:47
SPEAKER 3	0:07:47	0:07:52
SPEAKER 1	0:07:52	0:07:55
SPEAKER 3	0:07:55	0:07:57
SPEAKER 2	0:07:57	0:08:04
SPEAKER 1	0:08:04	0:08:05
SPEAKER 2	0:08:05	0:08:06
SPEAKER 1	0:08:06	0:08:08
SPEAKER 2	0:08:08	0:08:21
SPEAKER 3	0:08:21	0:08:23
SPEAKER 2	0:08:23	0:08:31
SPEAKER 3	0:08:31	0:08:39
SPEAKER 2	0:08:39	0:08:57
SPEAKER 1	0:08:57	0:09:03
SPEAKER 3	0:09:03	0:09:05
SPEAKER 2	0:09:05	0:09:22
SPEAKER 3	0:09:22	0:09:27
SPEAKER 2	0:09:27	0:09:28
SPEAKER 1	0:09:28	0:09:30
SPEAKER 2	0:09:30	0:09:33
SPEAKER 1	0:09:33	0:09:34
SPEAKER 2	0:09:34	0:09:37
SPEAKER 3	0:09:37	0:09:59
SPEAKER 2	0:09:59	0:10:05
SPEAKER 1	0:10:05	0:10:06
SPEAKER 2	0:10:06	0:10:32
SPEAKER 3	0:10:32	0:10:37
SPEAKER 2	0:10:37	0:10:38
SPEAKER 3	0:10:38	0:10:40
SPEAKER 2	0:10:40	0:10:44
SPEAKER 3	0:10:44	0:10:48
SPEAKER 2	0:10:48	0:11:31
SPEAKER 3	0:11:31	0:11:39
SPEAKER 2	0:11:39	0:12:14
SPEAKER 3	0:12:14	0:12:21
SPEAKER 1	0:12:21	0:12:22
SPEAKER 3	0:12:22	0:12:29
SPEAKER 1	0:12:29	0:12:30
SPEAKER 2	0:12:30	0:12:48
SPEAKER 3	0:12:48	0:12:49
SPEAKER 2	0:12:49	0:13:01
SPEAKER 3	0:13:01	0:13:13
SPEAKER 2	0:13:13	0:13:19
SPEAKER 3	0:13:19	0:13:21
SPEAKER 2	0:13:21	0:13:25
SPEAKER 3	0:13:25	0:13:38
SPEAKER 2	0:13:38	0:14:24
SPEAKER 3	0:14:24	0:14:37
SPEAKER 1	0:14:37	0:14:38
SPEAKER 2	0:14:38	0:15:51
SPEAKER 3	0:15:51	0:16:13
SPEAKER 2	0:16:13	0:17:01
SPEAKER 1	0:17:01	0:17:03
SPEAKER 2	0:17:03	0:17:05
SPEAKER 3	0:17:05	0:17:12
SPEAKER 2	0:17:12	0:17:48
SPEAKER 3	0:17:48	0:17:51
SPEAKER 2	0:17:51	0:18:08
SPEAKER 3	0:18:08	0:18:20
SPEAKER 2	0:18:20	0:19:22
SPEAKER 1	0:19:22	0:19:25
SPEAKER 2	0:19:25	0:19:28
SPEAKER 1	0:19:28	0:19:29
SPEAKER 2	0:19:29	0:19:34
SPEAKER 3	0:19:34	0:19:39
SPEAKER 2	0:19:39	0:20:11
SPEAKER 3	0:20:11	0:20:26
SPEAKER 1	0:20:26	0:20:27
SPEAKER 2	0:20:27	0:20:33
SPEAKER 3	0:20:33	0:20:34
SPEAKER 2	0:20:34	0:20:50
SPEAKER 3	0:20:50	0:21:01
SPEAKER 1	0:21:01	0:21:02
SPEAKER 2	0:21:02	0:22:25
SPEAKER 1	0:22:25	0:22:27
SPEAKER 2	0:22:27	0:22:30
SPEAKER 1	0:22:30	0:22:31
SPEAKER 2	0:22:31	0:23:46
SPEAKER 3	0:23:46	0:24:20
SPEAKER 2	0:24:20	0:24:24
SPEAKER 3	0:24:24	0:24:26
SPEAKER 2	0:24:26	0:24:59
SPEAKER 3	0:24:59	0:25:02
SPEAKER 2	0:25:02	0:25:14
SPEAKER 3	0:25:14	0:25:21
SPEAKER 2	0:25:21	0:26:03
SPEAKER 3	0:26:03	0:26:10
SPEAKER 2	0:26:10	0:26:44
SPEAKER 3	0:26:44	0:26:48
SPEAKER 2	0:26:48	0:26:53
SPEAKER 3	0:26:53	0:27:04
SPEAKER 2	0:27:04	0:27:29
SPEAKER 3	0:27:29	0:27:36
SPEAKER 2	0:27:36	0:27:59
SPEAKER 3	0:27:59	0:28:06
SPEAKER 2	0:28:06	0:28:08
SPEAKER 3	0:28:08	0:28:09
SPEAKER 2	0:28:09	0:28:32
SPEAKER 1	0:28:32	0:28:34
SPEAKER 2	0:28:34	0:28:52
SPEAKER 3	0:28:52	0:28:59
SPEAKER 1	0:28:59	0:29:01
SPEAKER 2	0:29:01	0:29:04
SPEAKER 1	0:29:04	0:29:05
SPEAKER 2	0:29:05	0:29:11
SPEAKER 1	0:29:11	0:29:15
SPEAKER 2	0:29:15	0:29:16
SPEAKER 3	0:29:16	0:29:20
SPEAKER 2	0:29:20	0:29:28
SPEAKER 3	0:29:28	0:29:34
SPEAKER 1	0:29:34	0:29:36
SPEAKER 3	0:29:36	0:29:52
SPEAKER 2	0:29:52	0:29:58
SPEAKER 1	0:29:58	0:30:00
SPEAKER 2	0:30:00	0:30:18
SPEAKER 1	0:30:18	0:30:19
SPEAKER 2	0:30:19	0:30:22
SPEAKER 3	0:30:22	0:30:24
SPEAKER 2	0:30:24	0:30:34
SPEAKER 3	0:30:34	0:30:37
SPEAKER 2	0:30:37	0:31:05
SPEAKER 3	0:31:05	0:31:11
SPEAKER 2	0:31:11	0:31:25
SPEAKER 1	0:31:25	0:31:27
SPEAKER 2	0:31:27	0:31:42
SPEAKER 3	0:31:42	0:31:46
SPEAKER 2	0:31:46	0:31:52
SPEAKER 3	0:31:52	0:31:53
SPEAKER 2	0:31:53	0:32:26
SPEAKER 3	0:32:26	0:32:29
SPEAKER 2	0:32:29	0:32:33
SPEAKER 1	0:32:33	0:32:34
SPEAKER 2	0:32:34	0:32:51
SPEAKER 1	0:32:51	0:32:52
SPEAKER 2	0:32:52	0:33:35
SPEAKER 3	0:33:35	0:33:48
SPEAKER 2	0:33:48	0:34:02
SPEAKER 1	0:34:02	0:34:03
SPEAKER 2	0:34:03	0:34:31
SPEAKER 3	0:34:31	0:34:39
SPEAKER 1	0:34:39	0:34:40
SPEAKER 2	0:34:40	0:35:32
