
SPEAKER 1	0:00:00	0:00:24
SPEAKER 3	0:00:24	0:00:46
SPEAKER 1	0:00:46	0:00:56
SPEAKER 3	0:00:57	0:01:18
SPEAKER 1	0:01:18	0:01:35
SPEAKER 3	0:01:35	0:01:50
SPEAKER 1	0:01:50	0:01:55
SPEAKER 2	0:01:55	0:01:56
SPEAKER 1	0:01:56	0:01:58
SPEAKER 3	0:01:58	0:02:03
SPEAKER 1	0:02:03	0:02:20
SPEAKER 3	0:02:21	0:02:43
SPEAKER 1	0:02:44	0:03:00
SPEAKER 2	0:03:01	0:03:02
SPEAKER 3	0:03:03	0:03:26
SPEAKER 1	0:03:26	0:03:37
SPEAKER 3	0:03:39	0:04:13
SPEAKER 1	0:04:13	0:04:29
SPEAKER 2	0:04:29	0:04:33
SPEAKER 3	0:04:33	0:05:10
SPEAKER 1	0:05:10	0:05:37
SPEAKER 2	0:05:37	0:05:39
SPEAKER 3	0:05:39	0:06:24
SPEAKER 1	0:06:24	0:06:48
SPEAKER 2	0:06:48	0:06:49
SPEAKER 3	0:06:49	0:07:28
SPEAKER 1	0:07:28	0:07:49
SPEAKER 3	0:07:51	0:09:00
SPEAKER 1	0:09:00	0:09:14
SPEAKER 2	0:09:14	0:09:16
SPEAKER 3	0:09:16	0:09:32
SPEAKER 1	0:09:32	0:09:44
SPEAKER 2	0:09:44	0:09:47
SPEAKER 3	0:09:47	0:10:08
SPEAKER 1	0:10:08	0:10:22
SPEAKER 3	0:10:22	0:10:36
SPEAKER 1	0:10:36	0:10:44
SPEAKER 3	0:10:44	0:10:46
SPEAKER 1	0:10:46	0:11:02
SPEAKER 3	0:11:02	0:11:13
