
SPEAKER 3	0	0:13:32
SPEAKER 1	0:00:00	0:00:51
SPEAKER 3	0:00:51	0:00:58
SPEAKER 2	0:00:58	0:01:14
SPEAKER 1	0:01:14	0:01:21
SPEAKER 2	0:01:21	0:01:28
SPEAKER 3	0:01:28	0:01:29
SPEAKER 2	0:01:29	0:01:41
SPEAKER 1	0:01:41	0:01:57
SPEAKER 2	0:01:57	0:02:12
SPEAKER 1	0:02:12	0:02:35
SPEAKER 2	0:02:35	0:02:44
SPEAKER 1	0:02:44	0:02:50
SPEAKER 3	0:02:50	0:02:51
SPEAKER 2	0:02:51	0:03:19
SPEAKER 1	0:03:19	0:04:06
SPEAKER 2	0:04:06	0:04:46
SPEAKER 1	0:04:46	0:05:32
SPEAKER 3	0:05:32	0:05:33
SPEAKER 2	0:05:33	0:05:55
SPEAKER 1	0:05:55	0:06:07
SPEAKER 3	0:06:07	0:06:08
SPEAKER 1	0:06:08	0:06:13
SPEAKER 2	0:06:13	0:06:38
SPEAKER 1	0:06:38	0:06:42
SPEAKER 2	0:06:42	0:07:18
SPEAKER 1	0:07:18	0:07:22
SPEAKER 2	0:07:22	0:07:34
SPEAKER 1	0:07:34	0:07:56
SPEAKER 2	0:07:56	0:08:06
SPEAKER 1	0:08:06	0:08:27
SPEAKER 3	0:08:27	0:08:28
SPEAKER 2	0:08:28	0:08:30
SPEAKER 3	0:08:30	0:08:31
SPEAKER 1	0:08:31	0:08:34
SPEAKER 3	0:08:34	0:08:35
SPEAKER 1	0:08:35	0:08:38
SPEAKER 2	0:08:38	0:08:44
SPEAKER 1	0:08:44	0:08:48
SPEAKER 2	0:08:48	0:09:02
SPEAKER 1	0:09:02	0:09:22
SPEAKER 3	0:09:22	0:09:23
SPEAKER 2	0:09:23	0:09:39
SPEAKER 1	0:09:39	0:09:44
SPEAKER 2	0:09:44	0:09:53
SPEAKER 3	0:09:53	0:09:55
SPEAKER 2	0:09:55	0:10:00
SPEAKER 1	0:10:00	0:10:23
SPEAKER 2	0:10:23	0:11:00
SPEAKER 1	0:11:00	0:11:21
SPEAKER 2	0:11:21	0:11:34
SPEAKER 1	0:11:34	0:11:40
SPEAKER 2	0:11:40	0:11:50
SPEAKER 3	0:11:50	0:11:52
SPEAKER 2	0:11:52	0:12:07
SPEAKER 1	0:12:07	0:12:38
SPEAKER 2	0:12:38	0:13:15
SPEAKER 3	0:13:20	0:13:22
SPEAKER 1	0:13:22	0:13:28
SPEAKER 2	0:13:28	0:13:29
