
SPEAKER 3	0	0:19:25
SPEAKER 1	0:00:00	0:00:40
SPEAKER 2	0:00:40	0:00:43
SPEAKER 1	0:00:43	0:00:53
SPEAKER 2	0:00:53	0:01:24
SPEAKER 1	0:01:24	0:01:58
SPEAKER 2	0:01:58	0:02:06
SPEAKER 1	0:02:06	0:02:07
SPEAKER 3	0:02:07	0:02:09
SPEAKER 2	0:02:09	0:02:44
SPEAKER 1	0:02:45	0:02:54
SPEAKER 2	0:02:54	0:02:58
SPEAKER 1	0:02:58	0:02:59
SPEAKER 2	0:02:59	0:03:47
SPEAKER 3	0:03:47	0:03:48
SPEAKER 1	0:03:48	0:04:14
SPEAKER 3	0:04:14	0:04:15
SPEAKER 2	0:04:15	0:05:26
SPEAKER 1	0:05:26	0:05:27
SPEAKER 3	0:05:27	0:05:28
SPEAKER 1	0:05:28	0:05:38
SPEAKER 2	0:05:38	0:05:54
SPEAKER 1	0:05:54	0:05:55
SPEAKER 2	0:05:55	0:06:22
SPEAKER 1	0:06:22	0:06:27
SPEAKER 3	0:06:27	0:06:28
SPEAKER 1	0:06:28	0:07:04
SPEAKER 2	0:07:04	0:07:45
SPEAKER 1	0:07:46	0:07:57
SPEAKER 2	0:07:58	0:08:17
SPEAKER 1	0:08:17	0:08:44
SPEAKER 2	0:08:44	0:09:09
SPEAKER 1	0:09:09	0:09:11
SPEAKER 2	0:09:11	0:09:14
SPEAKER 3	0:09:14	0:09:15
SPEAKER 2	0:09:15	0:12:05
SPEAKER 3	0:12:05	0:12:10
SPEAKER 1	0:12:10	0:12:16
SPEAKER 2	0:12:16	0:12:39
SPEAKER 3	0:12:39	0:12:54
SPEAKER 1	0:12:54	0:13:26
SPEAKER 3	0:13:26	0:13:33
SPEAKER 1	0:13:34	0:13:44
SPEAKER 2	0:13:44	0:14:57
SPEAKER 3	0:14:58	0:15:02
SPEAKER 2	0:15:04	0:15:44
SPEAKER 3	0:15:44	0:15:51
SPEAKER 1	0:15:51	0:16:12
SPEAKER 3	0:16:12	0:16:18
SPEAKER 1	0:16:18	0:16:24
SPEAKER 2	0:16:24	0:16:54
SPEAKER 3	0:16:54	0:17:10
SPEAKER 2	0:17:12	0:17:33
SPEAKER 1	0:17:34	0:17:51
SPEAKER 3	0:17:51	0:17:55
SPEAKER 1	0:17:55	0:18:23
SPEAKER 3	0:18:23	0:18:27
SPEAKER 2	0:18:28	0:19:06
SPEAKER 3	0:19:06	0:19:14
SPEAKER 2	0:19:15	0:19:18
SPEAKER 1	0:19:18	0:19:24
